Scan                   , Photon Energy, start run#, end run#, Sample             , Current (mA), Filter setting, Gain settting, MCP Voltage, MCP Polarization, Slope on, intercept on, jitter on, Slope off, intercept off, jitter off
Current measurement#915, 56eV         ,     906446,   906446, FeCo(7)/Ti(4)      , 30mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#916, 56eV         ,     906447,   906447, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#917, 56eV         ,     906448,   906448, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#918, 56eV         ,     906449,   906449, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#919, 56eV         ,     906450,   906450, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#920, 56eV         ,     906451,   906451, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#921, 56eV         ,     906479,   906479, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
Current measurement#889, 57eV         ,     906481,   906481, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#890, 57eV         ,     906482,   906482, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#891, 57eV         ,     906483,   906483, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#892, 57eV         ,     906484,   906484, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#893, 57eV         ,     906485,   906485, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#894, 57eV         ,     906486,   906486, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#895, 57eV         ,     906487,   906487, FeCo(7)/Ti(4)      , 40mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
Current measurement#896, 55eV         ,     906489,   906489, FeCo(7)/Ti(4)      , 50mA        ,               , 500 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#897, 55eV         ,     906490,   906490, FeCo(7)/Ti(4)      , 50mA        ,               , 501 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#898, 55eV         ,     906491,   906491, FeCo(7)/Ti(4)      , 50mA        ,               , 502 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#899, 55eV         ,     906492,   906492, FeCo(7)/Ti(4)      , 40mA        ,               , 503 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#900, 55eV         ,     906493,   906493, FeCo(7)/Ti(4)      , 40mA        ,               , 504 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#901, 55eV         ,     906494,   906494, FeCo(7)/Ti(4)      , 40mA        ,               , 505 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#902, 55eV         ,     906495,   906495, FeCo(7)/Ti(4)      , 30mA        ,               , 506 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#903, 55eV         ,     906496,   906496, FeCo(7)/Ti(4)      , 30mA        ,               , 507 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#904, 55eV         ,     906497,   906497, FeCo(7)/Ti(4)      , 30mA        ,               , 508 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#905, 55eV         ,     906498,   906498, FeCo(7)/Ti(4)      , 20mA        ,               , 509 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#906, 55eV         ,     906499,   906499, FeCo(7)/Ti(4)      , 20mA        ,               , 510 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#907, 55eV         ,     906500,   906500, FeCo(7)/Ti(4)      , 20mA        ,               , 511 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#908, 55eV         ,     906501,   906501, FeCo(7)/Ti(4)      , 10mA        ,               , 512 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#909, 55eV         ,     906502,   906502, FeCo(7)/Ti(4)      , 10mA        ,               , 513 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#910, 55eV         ,     906503,   906503, FeCo(7)/Ti(4)      , 10mA        ,               , 514 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#911, 55eV         ,     906504,   906504, FeCo(7)/Ti(4)      , 0mA         ,               , 515 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#912, 55eV         ,     906505,   906505, FeCo(7)/Ti(4)      , 0mA         ,               , 516 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#913, 55eV         ,     906506,   906506, FeCo(7)/Ti(4)      , 0mA         ,               , 517 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#914, 55eV         ,     906507,   906507, FeCo(7)/Ti(4)      , -10mA       ,               , 518 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#915, 55eV         ,     906508,   906508, FeCo(7)/Ti(4)      , -10mA       ,               , 519 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#916, 55eV         ,     906509,   906509, FeCo(7)/Ti(4)      , -10mA       ,               , 520 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#917, 55eV         ,     906510,   906510, FeCo(7)/Ti(4)      , -20mA       ,               , 521 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#918, 55eV         ,     906511,   906511, FeCo(7)/Ti(4)      , -20mA       ,               , 522 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#919, 55eV         ,     906512,   906512, FeCo(7)/Ti(4)      , -20mA       ,               , 523 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#920, 55eV         ,     906514,   906514, FeCo(7)/Ti(4)      , -30mA       ,               , 524 pC/V     , -1.93kV    , -40             ,         ,             ,          ,          ,              ,     
